Conference,Score
Atlantic Coast Conference,33.4
Southeastern Conference,32.5
Big Ten Conference,30.0
Pac-12 Conference,28.4
Big 12 Conference,26.9
American Athletic Conference,25.3
Independent,24.7
Mountain West Conference,20.9
Mid-American Conference,17.4
Sun Belt Conference,16.5
Conference USA,15.9
FCS,0.6
