Conference,Score
Southeastern Conference,32.3
Atlantic Coast Conference,30.8
Big Ten Conference,30.7
Pac-12 Conference,28.8
American Athletic Conference,25.1
Big 12 Conference,23.8
Independent,20.2
Mountain West Conference,20.2
Mid-American Conference,17.0
Conference USA,14.9
Sun Belt Conference,13.7
FCS,0.3
