Conference,Score
Southeastern Conference,30.4
Atlantic Coast Conference,29.8
Big Ten Conference,29.3
Pac-12 Conference,26.6
American Athletic Conference,25.7
Independent,23.8
Big 12 Conference,23.2
Mountain West Conference,18.4
Mid-American Conference,15.4
Conference USA,15.3
Sun Belt Conference,14.7
FCS,0.2
