Conference,Score
Southeastern Conference,31.1
Atlantic Coast Conference,31.1
Big Ten Conference,28.9
Pac-12 Conference,26.6
American Athletic Conference,24.1
Big 12 Conference,23.2
Independent,18.8
Mountain West Conference,17.2
Mid-American Conference,16.0
Sun Belt Conference,12.3
Conference USA,11.2
FCS,0.2
