Conference,Score
Southeastern Conference,33.4
Big Ten Conference,33.0
Atlantic Coast Conference,32.7
Pac-12 Conference,31.1
American Athletic Conference,28.2
Big 12 Conference,26.3
Independent,23.8
Mountain West Conference,22.4
Mid-American Conference,19.0
Conference USA,16.8
Sun Belt Conference,16.0
FCS,0.7
