Conference,Score
Southeastern Conference,32.4
Atlantic Coast Conference,32.3
Big Ten Conference,31.9
Pac-12 Conference,30.5
American Athletic Conference,25.7
Big 12 Conference,25.2
Independent,24.2
Mountain West Conference,21.6
Mid-American Conference,17.7
Sun Belt Conference,16.6
Conference USA,16.0
FCS,0.6
