Conference,Score
Atlantic Coast Conference,30.9
Southeastern Conference,29.2
Big Ten Conference,28.3
Pac-12 Conference,26.3
American Athletic Conference,24.5
Big 12 Conference,23.1
Independent,17.6
Mountain West Conference,16.5
Mid-American Conference,15.9
Sun Belt Conference,11.6
Conference USA,10.1
FCS,0.1
