Conference,Score
Southeastern Conference,37.8
Big East Conference,32.5
Big 12 Conference,31.0
Pacific-10 Conference,28.7
Atlantic Coast Conference,28.5
Big Ten Conference,27.7
Independent,26.1
Mountain West Conference,25.5
Western Athletic Conference,19.7
Conference USA,16.3
Sun Belt Conference,14.1
Mid-American Conference,13.4
FCS,0.6
