Conference,Score
Southeastern Conference,35.6
Big East Conference,31.8
Big 12 Conference,31.4
Pacific-10 Conference,30.5
Big Ten Conference,29.8
Atlantic Coast Conference,27.0
Independent,24.7
Mountain West Conference,21.8
Conference USA,15.6
Western Athletic Conference,14.2
Sun Belt Conference,13.4
Mid-American Conference,11.6
FCS,0.7
