Conference,Score
Southeastern Conference,38.1
Big East Conference,34.5
Big 12 Conference,32.4
Pacific-10 Conference,31.3
Atlantic Coast Conference,30.6
Big Ten Conference,27.7
Independent,27.4
Mountain West Conference,25.8
Western Athletic Conference,21.6
Conference USA,17.0
Mid-American Conference,14.6
Sun Belt Conference,13.7
FCS,0.6
