Conference,Score
Southeastern Conference,31.8
Big 12 Conference,29.4
Big East Conference,27.3
Pacific-10 Conference,26.2
Big Ten Conference,24.7
Atlantic Coast Conference,22.8
Independent,22.6
Mountain West Conference,19.0
Western Athletic Conference,13.9
Conference USA,11.8
Sun Belt Conference,9.8
Mid-American Conference,9.2
FCS,0.0
