Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
florida,1,1,0,63.0,55.3,21.5
georgia,45,36,-9,23.7,13.8,6.9
tennessee,47,47,0,23.0,22.9,10.4
kentucky,62,56,-6,18.8,8.8,6.4
south-carolina,34,24,-10,29.4,15.3,7.9
vanderbilt,66,60,-6,17.1,9.6,9.7
alabama,3,3,0,53.7,40.3,16.2
louisiana-state,16,17,1,38.6,20.8,7.5
mississippi,23,25,2,33.6,24.9,11.9
arkansas,54,75,21,19.7,10.6,2.1
auburn,10,15,5,42.2,25.4,9.5
mississippi-state,65,59,-6,18.3,12.4,5.2
cincinnati,9,5,-4,42.2,25.5,13.4
pittsburgh,21,35,14,34.6,23.1,8.7
west-virginia,42,53,11,25.0,11.2,4.4
rutgers,51,52,1,22.4,7.1,3.9
connecticut,29,27,-2,30.4,19.9,7.9
south-florida,11,9,-2,41.8,25.0,9.9
louisville,89,79,-10,10.2,-1.5,1.5
syracuse,84,80,-4,12.0,-1.8,4.5
clemson,56,49,-7,19.5,15.1,7.5
boston-college,30,45,15,30.1,16.4,9.4
florida-state,59,55,-4,19.1,14.2,9.0
wake-forest,44,57,13,23.7,13.8,5.2
north-carolina-state,37,22,-15,28.1,21.8,9.6
maryland,97,109,12,6.4,-14.3,7.5
georgia-tech,22,23,1,34.0,22.2,8.0
virginia-tech,13,12,-1,40.5,31.9,11.7
miami-fl,25,46,21,31.4,21.4,8.8
north-carolina,64,48,-16,18.3,4.2,7.0
duke,78,76,-2,13.0,0.4,8.6
virginia,91,104,13,9.5,-3.4,6.8
nebraska,12,7,-5,41.8,38.0,14.4
missouri,20,18,-2,34.6,17.4,11.8
kansas-state,60,64,4,18.9,5.3,6.7
iowa-state,68,67,-1,16.9,1.5,6.7
colorado,100,99,-1,6.3,-12.0,8.4
kansas,8,10,2,42.3,27.6,10.3
texas,2,2,0,54.5,43.9,16.5
oklahoma-state,35,31,-4,29.0,17.6,10.8
texas-tech,52,54,2,22.1,10.9,6.0
oklahoma,19,6,-13,36.1,43.4,18.3
texas-am,48,33,-15,22.9,7.9,4.9
baylor,38,42,4,27.3,14.8,7.9
oregon,14,11,-3,40.3,31.6,11.4
arizona,26,28,2,31.3,21.2,7.9
oregon-state,46,58,12,23.0,12.6,5.1
stanford,24,38,14,31.9,19.0,5.7
southern-california,4,14,10,44.8,38.4,19.0
california,39,21,-18,27.1,19.9,13.5
washington,76,74,-2,14.8,4.5,5.2
ucla,41,30,-11,25.6,12.2,7.6
arizona-state,53,41,-12,21.4,14.1,7.7
washington-state,114,112,-2,2.2,-22.1,13.1
ohio-state,7,13,6,42.4,34.8,13.0
iowa,15,16,1,38.9,21.2,7.6
penn-state,18,32,14,36.2,25.5,13.6
wisconsin,17,20,3,37.5,19.4,6.2
northwestern,71,83,12,15.3,-1.2,6.0
michigan-state,58,70,12,19.2,14.3,5.7
purdue,83,71,-12,12.1,7.4,6.1
minnesota,61,51,-10,18.9,5.2,5.4
illinois,86,73,-13,11.4,1.7,4.6
michigan,43,26,-17,24.6,8.0,5.9
indiana,74,62,-12,15.0,-1.8,7.1
texas-christian,6,8,2,43.1,28.7,13.1
brigham-young,32,43,11,29.6,15.6,10.0
utah,33,34,1,29.6,18.6,7.2
air-force,28,19,-9,30.5,26.1,15.3
wyoming,94,96,2,8.6,-13.3,6.0
nevada-las-vegas,103,82,-21,6.1,-15.1,1.9
san-diego-state,104,105,1,5.9,-15.5,10.7
new-mexico,113,115,2,2.6,-17.3,7.4
colorado-state,70,69,-1,15.3,-1.2,5.7
navy,36,50,14,28.6,22.7,10.5
notre-dame,31,37,6,29.9,16.0,7.3
army,93,81,-12,9.3,-7.9,3.4
boise-state,5,4,-1,44.7,28.6,13.5
nevada,73,97,24,15.1,11.5,2.9
fresno-state,63,63,0,18.4,20.4,7.4
idaho,72,78,6,15.3,-5.9,9.8
hawaii,107,88,-19,3.9,-21.1,6.4
