Conference,Score
Big 12 Conference,26.6
Southeastern Conference,26.4
Big Ten Conference,26.1
Atlantic Coast Conference,25.0
Big East Conference,24.2
Pacific-10 Conference,23.9
Independent,22.1
Mountain West Conference,20.6
Conference USA,16.6
Mid-American Conference,15.6
Western Athletic Conference,14.3
Sun Belt Conference,13.3
FCS,1.6
