Conference,Score
Southeastern Conference,36.8
Big 12 Conference,32.6
Big Ten Conference,30.7
Independent,30.2
Pacific-10 Conference,29.8
Big East Conference,27.9
Mountain West Conference,27.3
Atlantic Coast Conference,24.5
Conference USA,20.1
Western Athletic Conference,17.2
Sun Belt Conference,16.7
Mid-American Conference,14.3
FCS,1.6
