Conference,Score
Southeastern Conference,37.9
Big East Conference,32.1
Big 12 Conference,31.2
Pacific-10 Conference,30.5
Atlantic Coast Conference,27.9
Big Ten Conference,27.4
Independent,24.5
Mountain West Conference,24.5
Western Athletic Conference,20.7
Conference USA,16.1
Mid-American Conference,14.0
Sun Belt Conference,13.5
FCS,0.5
