Conference,Score
Southeastern Conference,31.2
Big East Conference,29.5
Big 12 Conference,29.2
Independent,26.3
Pacific-10 Conference,26.1
Big Ten Conference,24.6
Atlantic Coast Conference,24.0
Mountain West Conference,20.0
Western Athletic Conference,14.7
Conference USA,11.8
Sun Belt Conference,10.4
Mid-American Conference,10.1
FCS,0.0
