Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
florida,1,0,-1,45.3,54.0,0.0
georgia,23,0,-23,28.7,20.8,0.0
tennessee,49,0,-49,23.9,11.2,0.0
kentucky,56,0,-56,21.9,7.1,0.0
south-carolina,54,0,-54,22.5,8.5,0.0
vanderbilt,53,0,-53,23.0,9.3,0.0
alabama,8,0,-8,35.4,34.3,0.0
louisiana-state,30,0,-30,27.5,18.4,0.0
mississippi,12,0,-12,33.3,30.0,0.0
arkansas,75,0,-75,18.1,-0.4,0.0
auburn,57,0,-57,21.8,7.0,0.0
mississippi-state,88,0,-88,15.4,-5.7,0.0
cincinnati,50,0,-50,23.9,11.1,0.0
pittsburgh,29,0,-29,27.6,18.5,0.0
west-virginia,28,0,-28,27.6,18.7,0.0
rutgers,38,0,-38,25.8,15.0,0.0
connecticut,25,0,-25,27.9,19.2,0.0
south-florida,32,0,-32,26.7,16.7,0.0
louisville,71,0,-71,19.2,1.8,0.0
syracuse,91,0,-91,14.6,-7.4,0.0
clemson,35,0,-35,26.3,16.0,0.0
boston-college,31,0,-31,27.0,17.4,0.0
florida-state,14,0,-14,32.4,28.3,0.0
wake-forest,40,0,-40,25.5,14.5,0.0
north-carolina-state,63,0,-63,20.6,4.6,0.0
maryland,60,0,-60,21.4,6.3,0.0
georgia-tech,17,0,-17,30.9,25.1,0.0
virginia-tech,27,0,-27,27.7,18.7,0.0
miami-fl,48,0,-48,24.0,11.3,0.0
north-carolina,43,0,-43,25.2,13.8,0.0
duke,69,0,-69,19.4,2.1,0.0
virginia,70,0,-70,19.3,2.1,0.0
nebraska,26,0,-26,27.7,18.7,0.0
missouri,13,0,-13,32.7,28.8,0.0
kansas-state,84,0,-84,16.1,-4.5,0.0
iowa-state,92,0,-92,14.4,-7.8,0.0
colorado,79,0,-79,16.9,-2.8,0.0
kansas,41,0,-41,25.3,14.0,0.0
texas,5,0,-5,39.7,42.9,0.0
oklahoma-state,10,0,-10,34.0,31.5,0.0
texas-tech,19,0,-19,30.6,24.6,0.0
oklahoma,3,0,-3,42.5,48.3,0.0
texas-am,98,0,-98,13.4,-9.8,0.0
baylor,37,0,-37,26.0,15.4,0.0
oregon,7,0,-7,36.5,36.5,0.0
arizona,22,0,-22,29.2,21.8,0.0
oregon-state,20,0,-20,29.5,22.3,0.0
stanford,44,0,-44,24.9,13.2,0.0
southern-california,2,0,-2,42.7,48.7,0.0
california,16,0,-16,31.4,26.3,0.0
washington,112,0,-112,7.8,-21.0,0.0
ucla,93,0,-93,14.4,-7.9,0.0
arizona-state,64,0,-64,20.3,4.0,0.0
washington-state,118,0,-118,1.9,-32.7,0.0
ohio-state,9,0,-9,35.2,33.8,0.0
iowa,11,0,-11,33.8,31.0,0.0
penn-state,4,0,-4,40.6,44.6,0.0
wisconsin,34,0,-34,26.4,16.1,0.0
northwestern,47,0,-47,24.1,11.5,0.0
michigan-state,39,0,-39,25.6,14.6,0.0
purdue,58,0,-58,21.8,6.9,0.0
minnesota,72,0,-72,19.1,1.6,0.0
illinois,42,0,-42,25.3,13.9,0.0
michigan,67,0,-67,20.0,3.3,0.0
indiana,89,0,-89,15.4,-5.8,0.0
texas-christian,6,0,-6,37.8,39.1,0.0
brigham-young,52,0,-52,23.4,10.2,0.0
utah,15,0,-15,31.7,26.7,0.0
air-force,33,0,-33,26.4,16.2,0.0
wyoming,99,0,-99,13.3,-10.1,0.0
nevada-las-vegas,101,0,-101,13.0,-10.6,0.0
san-diego-state,117,0,-117,2.0,-32.6,0.0
new-mexico,55,0,-55,22.5,8.4,0.0
colorado-state,90,0,-90,15.4,-5.9,0.0
navy,24,0,-24,28.3,20.0,0.0
notre-dame,59,0,-59,21.7,6.8,0.0
army,81,0,-81,16.4,-3.8,0.0
boise-state,18,0,-18,30.7,24.8,0.0
nevada,36,0,-36,26.2,15.7,0.0
fresno-state,94,0,-94,14.0,-8.6,0.0
idaho,120,0,-120,0.2,-36.2,0.0
hawaii,100,0,-100,13.1,-10.4,0.0
louisiana-tech,74,0,-74,18.6,0.7,0.0
utah-state,105,0,-105,12.1,-12.4,0.0
new-mexico-state,116,0,-116,3.1,-30.5,0.0
san-jose-state,109,0,-109,10.9,-14.8,0.0
east-carolina,66,0,-66,20.2,3.7,0.0
central-florida,95,0,-95,14.0,-8.6,0.0
southern-mississippi,51,0,-51,23.5,10.4,0.0
marshall,82,0,-82,16.2,-4.1,0.0
alabama-birmingham,97,0,-97,13.5,-9.6,0.0
memphis,73,0,-73,18.7,0.7,0.0
houston,61,0,-61,21.1,5.6,0.0
southern-methodist,115,0,-115,4.2,-28.1,0.0
tulsa,21,0,-21,29.5,22.3,0.0
texas-el-paso,103,0,-103,12.7,-11.1,0.0
rice,68,0,-68,19.8,3.0,0.0
tulane,114,0,-114,5.9,-24.9,0.0
temple,83,0,-83,16.1,-4.4,0.0
ohio,96,0,-96,13.8,-9.1,0.0
bowling-green-state,77,0,-77,18.0,-0.7,0.0
kent-state,87,0,-87,15.5,-5.6,0.0
buffalo,76,0,-76,18.0,-0.6,0.0
akron,86,0,-86,15.9,-4.8,0.0
miami-oh,113,0,-113,6.0,-24.5,0.0
central-michigan,85,0,-85,16.0,-4.6,0.0
northern-illinois,62,0,-62,20.8,4.9,0.0
western-michigan,80,0,-80,16.8,-3.0,0.0
toledo,108,0,-108,11.2,-14.2,0.0
ball-state,46,0,-46,24.2,11.8,0.0
eastern-michigan,110,0,-110,10.3,-16.0,0.0
troy,45,0,-45,24.4,12.1,0.0
middle-tennessee-state,106,0,-106,11.9,-12.8,0.0
louisiana-monroe,111,0,-111,9.0,-18.6,0.0
florida-atlantic,102,0,-102,13.0,-10.6,0.0
louisiana-lafayette,78,0,-78,17.3,-2.0,0.0
arkansas-state,65,0,-65,20.2,3.8,0.0
florida-international,104,0,-104,12.2,-12.2,0.0
north-texas,121,0,-121,0.0,-36.6,0.0
western-kentucky,107,0,-107,11.7,-13.1,0.0
fcs,119,0,-119,1.6,-33.5,0.0
