Conference,Score
Southeastern Conference,38.0
Big East Conference,32.4
Big 12 Conference,30.4
Pacific-10 Conference,28.7
Big Ten Conference,28.1
Atlantic Coast Conference,27.9
Independent,26.1
Mountain West Conference,25.4
Western Athletic Conference,19.7
Conference USA,16.2
Sun Belt Conference,14.1
Mid-American Conference,13.4
FCS,0.6
