Conference,Score
Southeastern Conference,38.4
Big East Conference,32.5
Big 12 Conference,31.6
Pacific-10 Conference,31.1
Atlantic Coast Conference,28.7
Big Ten Conference,27.0
Mountain West Conference,24.9
Independent,24.6
Western Athletic Conference,21.1
Conference USA,16.3
Mid-American Conference,14.0
Sun Belt Conference,13.4
FCS,0.5
