Conference,Score
Southeastern Conference,34.3
Big 12 Conference,33.3
Big East Conference,29.5
Pacific-10 Conference,29.0
Big Ten Conference,26.9
Atlantic Coast Conference,24.9
Independent,24.1
Mountain West Conference,21.5
Western Athletic Conference,15.7
Conference USA,14.1
Sun Belt Conference,12.0
Mid-American Conference,10.2
FCS,0.3
