Conference,Score
Southeastern Conference,34.1
Big 12 Conference,31.4
Pacific-10 Conference,29.6
Big Ten Conference,29.5
Big East Conference,28.0
Independent,25.4
Atlantic Coast Conference,24.4
Mountain West Conference,23.5
Conference USA,15.7
Western Athletic Conference,14.4
Sun Belt Conference,14.3
Mid-American Conference,12.6
FCS,0.7
