Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,8,26,18,60.0,26.2,7.0
florida,27,41,14,50.3,11.6,3.4
south-carolina,16,16,0,56.4,20.7,10.9
vanderbilt,98,69,-29,21.9,1.8,3.2
missouri,42,8,-34,41.4,19.0,13.6
tennessee,31,46,15,46.7,6.2,1.9
kentucky,82,109,27,27.3,-9.3,8.2
alabama,1,2,1,72.2,44.4,24.3
texas-am,70,24,-46,31.9,15.9,14.0
louisiana-state,2,5,3,72.1,44.3,17.3
mississippi-state,26,31,5,50.4,11.8,5.1
mississippi,39,71,32,42.6,-0.0,6.2
arkansas,72,51,-21,31.3,-1.3,0.9
auburn,109,91,-18,18.8,-7.6,2.8
kansas-state,4,20,16,63.2,30.9,9.3
oklahoma,10,15,5,59.7,25.7,11.3
texas,7,13,6,60.7,27.2,12.3
oklahoma-state,24,1,-23,50.8,37.6,25.8
baylor,17,11,-6,56.0,29.4,12.8
texas-tech,20,52,32,53.6,16.5,0.6
texas-christian,18,33,15,55.2,28.0,10.4
west-virginia,23,21,-2,50.8,20.8,9.0
iowa-state,22,35,13,51.6,13.5,4.2
kansas,96,87,-9,22.7,-18.5,9.2
stanford,13,19,6,58.2,23.4,10.4
oregon,5,3,-2,62.5,29.8,17.9
oregon-state,55,83,28,36.5,-3.0,4.9
washington,71,54,-17,31.7,-0.4,0.1
california,69,77,8,32.0,0.1,1.9
washington-state,100,101,1,21.7,-20.5,5.4
ucla,19,32,13,54.2,17.4,4.8
arizona-state,9,17,8,60.0,26.1,10.8
southern-california,12,14,2,58.9,24.5,11.8
arizona,15,44,29,58.0,23.1,2.7
utah,56,30,-26,36.3,8.7,5.2
colorado,119,112,-7,9.8,-34.5,11.0
wisconsin,67,48,-19,32.6,1.3,1.8
ohio-state,6,9,3,61.7,28.6,13.2
penn-state,94,80,-14,22.8,4.6,0.5
purdue,51,47,-4,38.1,12.3,1.8
indiana,73,110,37,30.8,-17.6,13.8
illinois,54,29,-25,36.5,9.2,5.3
nebraska,43,10,-33,41.3,18.7,12.8
michigan,47,62,15,39.7,15.4,9.1
northwestern,29,50,21,47.5,7.3,1.2
michigan-state,11,12,1,59.6,25.5,12.5
minnesota,46,74,28,39.9,-4.1,6.5
iowa,60,40,-20,34.6,5.4,3.4
notre-dame,14,6,-8,58.1,23.3,16.7
brigham-young,30,25,-5,47.4,7.3,7.1
navy,101,89,-12,21.6,-10.0,2.5
army,93,58,-35,23.2,-5.8,3.5
florida-state,3,7,4,70.9,42.5,15.5
clemson,32,39,7,45.3,4.1,3.5
north-carolina-state,78,96,18,29.1,-5.7,4.4
wake-forest,61,95,34,34.1,-12.7,10.9
maryland,59,108,49,34.6,-11.9,13.4
boston-college,85,100,15,26.6,-10.7,5.4
north-carolina,48,18,-30,39.0,14.1,10.5
miami-fl,74,34,-40,30.8,-2.4,4.4
georgia-tech,33,61,28,45.3,26.7,9.2
virginia-tech,28,28,0,49.5,10.3,5.9
duke,89,67,-22,25.3,-13.3,4.6
virginia,45,59,14,40.6,-3.0,1.3
