Conference,Score
Big 12 Conference,39.8
Southeastern Conference,39.7
Independent,37.4
Pac-12 Conference,34.8
Big Ten Conference,32.4
Atlantic Coast Conference,26.7
Big East Conference,26.3
Western Athletic Conference,23.7
Sun Belt Conference,23.1
Mountain West Conference,22.3
Mid-American Conference,19.1
Conference USA,16.9
FCS,1.5
