Conference,Score
Southeastern Conference,38.6
Big 12 Conference,37.6
Independent,36.2
Pac-12 Conference,32.4
Big Ten Conference,31.5
Big East Conference,26.7
Atlantic Coast Conference,26.6
Western Athletic Conference,24.1
Sun Belt Conference,20.9
Mountain West Conference,20.5
Mid-American Conference,18.6
Conference USA,17.1
FCS,1.4
