Conference,Score
Big 12 Conference,39.7
Southeastern Conference,39.5
Independent,37.4
Pac-12 Conference,34.6
Big Ten Conference,31.7
Atlantic Coast Conference,26.7
Big East Conference,26.6
Western Athletic Conference,24.4
Mountain West Conference,22.9
Sun Belt Conference,22.6
Mid-American Conference,19.0
Conference USA,16.5
FCS,1.5
