Conference,Score
Big 12 Conference,52.4
Southeastern Conference,44.5
Pac-12 Conference,43.3
Big Ten Conference,40.4
Atlantic Coast Conference,39.3
Independent,37.6
Big East Conference,33.3
Western Athletic Conference,32.2
Mountain West Conference,27.2
Sun Belt Conference,26.8
Mid-American Conference,24.0
Conference USA,22.2
FCS,4.5
