Conference,Score
Big 12 Conference,39.8
Southeastern Conference,39.6
Independent,37.6
Pac-12 Conference,34.6
Big Ten Conference,31.8
Atlantic Coast Conference,26.9
Big East Conference,26.7
Western Athletic Conference,25.0
Mountain West Conference,23.1
Sun Belt Conference,22.7
Mid-American Conference,18.7
Conference USA,16.6
FCS,1.5
