Conference,Score
Big 12 Conference,40.8
Southeastern Conference,38.3
Pac-12 Conference,33.2
Big Ten Conference,31.8
Independent,31.6
Big East Conference,28.5
Atlantic Coast Conference,26.8
Western Athletic Conference,23.5
Mountain West Conference,21.3
Sun Belt Conference,21.1
Mid-American Conference,16.9
Conference USA,15.6
FCS,1.3
