Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,12,12,0,54.4,26.2,10.3
florida,6,6,0,63.9,33.7,14.3
south-carolina,15,14,-1,49.9,21.6,9.3
vanderbilt,37,37,0,37.7,15.3,8.3
missouri,69,69,0,24.8,11.7,7.1
tennessee,75,75,0,22.0,5.4,7.1
kentucky,106,106,0,9.7,-6.3,6.5
alabama,2,2,0,76.9,48.4,14.7
texas-am,5,5,0,64.5,41.1,14.2
louisiana-state,11,11,0,54.5,27.7,11.1
mississippi-state,44,45,1,35.3,11.5,8.0
mississippi,58,59,1,29.2,13.4,11.1
arkansas,81,81,0,18.2,3.6,8.9
auburn,92,92,0,13.3,-2.3,6.0
kansas-state,4,4,0,67.9,38.6,14.5
oklahoma,10,10,0,56.1,29.9,11.7
texas,27,27,0,41.4,21.2,8.0
oklahoma-state,19,19,0,45.7,36.3,11.7
baylor,34,34,0,38.5,23.4,9.2
texas-tech,47,47,0,34.8,16.9,10.2
texas-christian,32,33,1,39.1,24.5,9.3
west-virginia,42,42,0,35.7,18.6,7.0
iowa-state,53,53,0,30.5,16.1,8.5
kansas,109,109,0,8.6,0.9,12.8
stanford,9,9,0,56.4,28.8,10.0
oregon,1,1,0,77.2,50.1,15.2
oregon-state,17,16,-1,48.2,25.1,15.0
washington,56,57,1,29.8,8.0,7.8
california,86,86,0,15.4,4.5,6.3
washington-state,108,107,-1,9.2,-15.4,7.9
ucla,26,26,0,41.6,19.3,10.4
arizona-state,40,40,0,36.4,19.7,7.5
southern-california,36,36,0,37.7,22.2,8.0
arizona,41,41,0,35.9,16.1,9.3
utah,71,71,0,23.6,9.0,8.5
colorado,119,119,0,3.2,-27.7,9.6
wisconsin,30,30,0,40.7,24.2,12.0
ohio-state,7,7,0,62.1,26.1,10.2
penn-state,39,38,-1,37.1,14.5,9.2
purdue,72,72,0,22.7,0.5,5.7
indiana,95,95,0,12.4,-12.0,9.4
illinois,112,112,0,7.5,-15.1,7.4
nebraska,18,18,0,46.3,20.7,10.5
michigan,25,24,-1,42.1,22.5,10.1
northwestern,21,20,-1,43.8,18.8,9.7
michigan-state,54,55,1,30.2,15.5,8.0
minnesota,77,77,0,21.0,-3.0,7.4
iowa,84,84,0,15.9,-2.6,5.5
notre-dame,3,3,0,70.4,35.5,12.0
brigham-young,38,39,1,37.2,21.3,10.3
navy,51,51,0,32.6,7.2,10.5
army,103,102,-1,10.3,-3.9,6.8
florida-state,8,8,0,60.4,34.0,11.4
clemson,16,15,-1,48.8,20.1,10.7
north-carolina-state,70,70,0,24.3,-1.8,6.0
wake-forest,94,94,0,12.9,-15.5,7.0
maryland,89,89,0,14.2,-7.1,7.5
boston-college,110,110,0,7.9,-13.3,5.7
north-carolina,43,43,0,35.6,12.0,7.3
miami-fl,64,64,0,26.5,2.2,6.8
georgia-tech,52,52,0,31.6,22.1,9.0
virginia-tech,65,65,0,26.4,7.9,6.5
duke,79,79,0,19.1,-6.8,6.2
virginia,88,88,0,14.8,-5.5,6.4
louisville,46,46,0,34.8,1.5,5.1
cincinnati,29,29,0,41.0,14.7,6.9
rutgers,45,44,-1,35.3,6.4,6.5
syracuse,55,56,1,30.0,8.5,9.5
pittsburgh,63,62,-1,27.3,9.6,13.0
connecticut,82,82,0,16.6,-7.0,4.0
temple,87,87,0,15.4,-6.4,4.0
south-florida,93,93,0,12.9,-3.5,5.3
utah-state,13,17,4,50.7,21.3,10.7
san-jose-state,24,25,1,42.4,11.6,8.2
louisiana-tech,35,35,0,38.4,11.0,8.5
texas-san-antonio,60,63,3,27.6,-0.8,7.7
texas-state,97,99,2,12.1,-12.5,12.4
idaho,123,123,0,1.9,-34.7,9.5
new-mexico-state,122,122,0,2.0,-34.4,8.2
arkansas-state,22,22,0,43.0,17.6,11.8
louisiana-lafayette,48,48,0,34.4,10.1,7.8
middle-tennessee-state,68,68,0,25.7,-3.8,17.7
louisiana-monroe,50,50,0,32.7,7.4,9.5
western-kentucky,59,60,1,28.9,6.4,7.8
troy,80,80,0,18.7,-2.2,11.5
north-texas,85,85,0,15.6,-3.3,7.1
florida-atlantic,105,105,0,9.7,-13.7,14.6
florida-international,100,100,0,11.6,-8.0,7.4
south-alabama,114,114,0,6.6,-17.0,6.5
boise-state,20,21,1,43.9,13.7,6.9
fresno-state,23,23,0,42.5,16.9,10.5
san-diego-state,31,31,0,40.4,13.8,7.7
air-force,66,66,0,26.2,7.5,6.2
nevada,61,61,0,27.4,6.8,4.9
colorado-state,104,104,0,10.1,-17.9,10.3
wyoming,102,103,1,10.3,-17.5,7.0
nevada-las-vegas,115,115,0,6.3,-18.0,9.6
new-mexico,83,83,0,16.3,1.2,9.5
hawaii,111,111,0,7.9,-19.7,7.9
central-florida,49,49,0,34.2,7.9,7.1
east-carolina,76,76,0,21.6,-10.4,6.3
marshall,90,90,0,14.1,-12.6,6.3
memphis,101,101,0,11.2,-15.2,13.3
alabama-birmingham,113,113,0,7.3,-21.7,11.9
southern-mississippi,121,120,-1,2.5,-25.1,7.7
tulsa,28,28,0,41.3,13.6,7.4
southern-methodist,73,73,0,22.4,-0.2,7.1
rice,78,78,0,19.9,-5.2,10.9
houston,91,91,0,13.5,-14.1,7.7
texas-el-paso,107,108,1,9.2,-15.3,6.3
tulane,120,121,1,2.5,-34.9,11.2
kent-state,33,32,-1,39.0,6.0,13.5
bowling-green-state,67,67,0,25.7,-3.7,8.2
ohio,74,74,0,22.3,-9.3,6.9
buffalo,96,96,0,12.2,-12.5,5.3
miami-oh,116,116,0,5.1,-31.4,8.2
massachusetts,125,125,0,0.0,-44.9,13.8
