Conference,Score
Big 12 Conference,52.0
Southeastern Conference,45.4
Pac-12 Conference,42.2
Big Ten Conference,40.2
Atlantic Coast Conference,35.7
Independent,35.3
Big East Conference,34.1
Western Athletic Conference,31.0
Mountain West Conference,27.0
Sun Belt Conference,23.3
Mid-American Conference,22.8
Conference USA,20.4
FCS,3.2
