Conference,Score
Big 12 Conference,39.7
Southeastern Conference,38.2
Independent,36.1
Pac-12 Conference,35.1
Big Ten Conference,32.2
Atlantic Coast Conference,27.7
Big East Conference,26.2
Western Athletic Conference,23.7
Sun Belt Conference,22.6
Mountain West Conference,21.9
Mid-American Conference,18.4
Conference USA,16.4
FCS,1.4
