Conference,Score
Big 12 Conference,40.2
Southeastern Conference,39.9
Independent,38.1
Pac-12 Conference,34.4
Big Ten Conference,31.9
Atlantic Coast Conference,27.0
Big East Conference,26.7
Western Athletic Conference,25.1
Sun Belt Conference,23.1
Mountain West Conference,21.9
Mid-American Conference,18.4
Conference USA,17.5
FCS,1.5
