Conference,Score
Big 12 Conference,40.3
Southeastern Conference,37.6
Pac-12 Conference,33.1
Independent,31.4
Big Ten Conference,31.0
Big East Conference,27.4
Atlantic Coast Conference,26.5
Western Athletic Conference,23.4
Mountain West Conference,21.0
Sun Belt Conference,20.3
Mid-American Conference,17.2
Conference USA,15.6
FCS,1.2
