Conference,Score
Southeastern Conference,38.7
Big 12 Conference,38.5
Independent,36.3
Pac-12 Conference,33.0
Big Ten Conference,31.6
Big East Conference,26.7
Atlantic Coast Conference,26.2
Western Athletic Conference,24.0
Sun Belt Conference,20.8
Mountain West Conference,20.6
Mid-American Conference,18.6
Conference USA,16.9
FCS,1.3
