Conference,Score
Big 12 Conference,42.2
Southeastern Conference,39.3
Pac-12 Conference,34.0
Big Ten Conference,32.4
Atlantic Coast Conference,28.7
Independent,28.5
Big East Conference,28.0
Western Athletic Conference,26.7
Sun Belt Conference,21.4
Mountain West Conference,21.0
Mid-American Conference,17.0
Conference USA,14.2
FCS,1.5
