Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
georgia,12,9,-3,54.3,26.3,11.0
florida,6,6,0,63.8,33.7,15.2
south-carolina,14,15,1,49.8,21.6,9.7
vanderbilt,37,37,0,37.6,15.4,8.8
missouri,69,68,-1,24.7,11.7,7.3
tennessee,75,75,0,22.0,5.5,7.5
kentucky,106,105,-1,9.6,-6.3,6.9
alabama,2,2,0,76.8,48.5,15.8
texas-am,5,5,0,64.4,41.1,15.1
louisiana-state,11,11,0,54.4,27.8,11.8
mississippi-state,44,43,-1,35.2,11.5,8.5
mississippi,59,61,2,29.1,13.5,11.7
arkansas,81,81,0,18.1,3.6,9.5
auburn,92,93,1,13.3,-2.3,6.3
kansas-state,4,4,0,67.8,38.7,15.5
oklahoma,10,13,3,56.0,29.9,12.5
texas,27,22,-5,41.2,21.2,8.4
oklahoma-state,19,14,-5,45.8,36.6,12.5
baylor,34,45,11,38.4,23.5,9.5
texas-tech,46,46,0,34.7,16.8,10.7
texas-christian,32,25,-7,39.0,24.6,10.0
west-virginia,42,52,10,35.6,18.6,7.3
iowa-state,53,54,1,30.5,16.2,9.1
kansas,109,104,-5,8.6,1.0,13.6
stanford,9,10,1,56.6,29.2,10.6
oregon,1,1,0,77.4,50.5,16.0
oregon-state,16,20,4,48.3,25.5,15.7
washington,57,57,0,29.9,8.4,8.4
california,86,86,0,15.4,4.6,6.6
washington-state,107,109,2,9.3,-15.2,8.4
ucla,26,19,-7,41.8,19.8,11.1
arizona-state,40,41,1,36.5,20.2,7.9
southern-california,36,33,-3,37.9,22.6,8.5
arizona,41,42,1,35.7,18.7,10.0
utah,71,71,0,23.7,9.3,9.1
colorado,119,119,0,3.3,-27.3,10.2
wisconsin,30,39,9,40.6,24.2,12.4
ohio-state,7,7,0,62.1,26.2,10.9
penn-state,38,38,0,37.2,14.7,9.8
purdue,72,72,0,22.7,0.6,5.5
indiana,95,95,0,12.4,-11.7,9.9
illinois,112,112,0,7.5,-15.0,6.0
nebraska,18,12,-6,46.3,20.8,10.9
michigan,25,23,-2,42.1,22.5,10.8
northwestern,20,21,1,43.8,18.9,10.2
michigan-state,55,53,-2,30.2,15.5,8.5
minnesota,77,77,0,20.9,-3.0,7.9
iowa,84,83,-1,15.8,-2.5,5.6
notre-dame,3,3,0,70.4,35.7,12.8
brigham-young,39,40,1,37.0,21.0,11.0
navy,51,51,0,32.5,9.4,11.2
army,102,102,0,10.3,-6.3,7.2
florida-state,8,8,0,60.2,33.9,12.1
clemson,15,17,2,48.6,20.0,11.3
north-carolina-state,70,69,-1,24.1,-1.9,6.2
wake-forest,94,94,0,12.7,-15.7,7.3
maryland,90,91,1,14.1,-7.2,8.0
boston-college,110,110,0,7.8,-13.6,6.0
north-carolina,43,44,1,35.4,11.9,7.6
miami-fl,64,63,-1,26.4,2.1,7.3
georgia-tech,52,47,-5,31.5,22.1,9.6
virginia-tech,65,64,-1,26.3,7.9,7.0
duke,79,80,1,19.0,-6.8,6.5
virginia,88,88,0,14.7,-5.6,6.8
louisville,47,50,3,34.7,1.4,4.9
cincinnati,29,32,3,40.9,14.7,7.4
rutgers,45,35,-10,35.0,6.1,6.9
syracuse,56,58,2,29.9,8.5,9.9
pittsburgh,63,70,7,27.2,9.6,13.6
connecticut,82,82,0,16.5,-7.0,4.1
temple,87,87,0,15.2,-6.7,3.7
south-florida,93,89,-4,12.8,-3.8,5.1
utah-state,17,18,1,48.2,19.5,11.4
san-jose-state,23,27,4,42.1,11.4,8.7
louisiana-tech,35,36,1,38.1,10.6,9.0
texas-san-antonio,62,66,4,27.3,-1.1,7.3
texas-state,99,107,8,12.0,-12.9,13.1
idaho,123,123,0,1.8,-35.0,10.0
new-mexico-state,122,122,0,1.9,-34.7,7.4
arkansas-state,22,29,7,42.9,17.7,12.1
louisiana-lafayette,48,48,0,34.4,10.2,8.3
middle-tennessee-state,68,56,-12,25.7,-3.7,18.8
louisiana-monroe,50,49,-1,32.6,7.4,10.1
western-kentucky,60,60,0,28.8,6.5,8.2
troy,80,79,-1,18.8,-1.9,12.2
north-texas,85,84,-1,15.6,-3.2,7.5
florida-atlantic,105,101,-4,9.8,-13.5,15.6
florida-international,100,99,-1,11.5,-7.8,8.0
south-alabama,114,111,-3,6.5,-17.0,6.3
boise-state,21,26,5,43.4,13.1,7.3
fresno-state,24,28,4,42.1,16.5,11.0
san-diego-state,31,31,0,39.8,13.1,8.2
air-force,66,67,1,25.9,7.0,6.1
nevada,61,62,1,27.6,4.3,4.6
colorado-state,104,106,2,9.9,-18.4,10.9
wyoming,103,103,0,10.1,-17.9,7.2
nevada-las-vegas,115,114,-1,6.2,-18.6,10.2
new-mexico,83,85,2,16.0,0.7,10.2
hawaii,111,115,4,7.7,-20.2,8.3
central-florida,49,34,-15,34.2,8.0,7.5
east-carolina,76,76,0,21.6,-10.2,6.5
marshall,89,90,1,14.1,-12.6,6.7
memphis,101,100,-1,11.1,-15.1,14.0
alabama-birmingham,113,113,0,7.2,-21.6,12.7
southern-mississippi,121,120,-1,2.5,-25.1,5.3
tulsa,28,30,2,41.2,13.6,7.9
southern-methodist,73,74,1,22.3,-0.2,7.6
rice,78,78,0,19.8,-5.2,11.6
houston,91,92,1,13.4,-14.1,7.5
texas-el-paso,108,108,0,9.2,-15.3,6.4
tulane,120,121,1,2.5,-34.9,11.9
kent-state,33,24,-9,38.8,5.9,14.1
bowling-green-state,67,65,-2,25.8,-3.5,8.8
ohio,74,73,-1,22.2,-9.2,5.4
buffalo,97,97,0,12.2,-12.3,5.3
miami-oh,116,116,0,5.0,-31.3,8.4
massachusetts,125,125,0,0.0,-44.8,14.7
akron,118,118,0,3.3,-27.1,10.5
