Conference,Score
Big 12 Conference,40.3
Southeastern Conference,38.3
Pac-12 Conference,32.5
Independent,32.1
Big Ten Conference,31.3
Big East Conference,27.5
Atlantic Coast Conference,26.4
Western Athletic Conference,24.9
Mountain West Conference,20.7
Sun Belt Conference,20.6
Mid-American Conference,16.5
Conference USA,14.5
FCS,1.2
