Conference,Score
Big 12 Conference,38.6
Southeastern Conference,33.8
Independent,32.8
Big Ten Conference,31.1
Pac-12 Conference,31.1
Atlantic Coast Conference,27.4
Big East Conference,26.4
Western Athletic Conference,25.9
Mountain West Conference,23.0
Sun Belt Conference,16.6
Mid-American Conference,16.0
Conference USA,15.7
FCS,1.8
