Conference,Score
Southeastern Conference,35.4
Big Ten Conference,34.3
Big 12 Conference,29.9
Atlantic Coast Conference,26.5
American Athletic Conference,23.1
Independent,22.3
Pac-12 Conference,22.2
Mountain West Conference,21.7
Conference USA,19.1
Mid-American Conference,18.4
Sun Belt Conference,17.9
FCS,1.1
