Conference,Score
Southeastern Conference,34.1
Big Ten Conference,33.9
Big 12 Conference,30.2
Atlantic Coast Conference,27.8
American Athletic Conference,22.6
Independent,21.5
Mountain West Conference,21.3
Pac-12 Conference,21.0
Sun Belt Conference,17.8
Conference USA,17.3
Mid-American Conference,15.8
FCS,0.7
