Conference,Score
Southeastern Conference,33.5
Big Ten Conference,33.0
Big 12 Conference,29.5
Atlantic Coast Conference,26.7
American Athletic Conference,23.0
Independent,22.9
Pac-12 Conference,21.1
Mountain West Conference,21.1
Sun Belt Conference,18.1
Conference USA,17.5
Mid-American Conference,15.9
FCS,0.7
