Conference,Score
Southeastern Conference,33.4
Big Ten Conference,32.5
Big 12 Conference,27.9
Atlantic Coast Conference,26.3
American Athletic Conference,23.4
Independent,22.9
Mountain West Conference,21.9
Pac-12 Conference,20.7
Sun Belt Conference,17.4
Conference USA,16.5
Mid-American Conference,15.7
FCS,0.7
