Conference,Score
Southeastern Conference,33.3
Big Ten Conference,31.5
Big 12 Conference,29.0
Atlantic Coast Conference,25.1
American Athletic Conference,22.6
Independent,21.9
Mountain West Conference,21.6
Pac-12 Conference,19.9
Sun Belt Conference,17.2
Conference USA,16.2
Mid-American Conference,15.4
FCS,0.7
