Conference,Score
Southeastern Conference,33.5
Big Ten Conference,32.3
Big 12 Conference,27.7
Atlantic Coast Conference,26.2
Independent,23.4
American Athletic Conference,22.1
Mountain West Conference,21.5
Pac-12 Conference,20.9
Sun Belt Conference,17.3
Conference USA,16.8
Mid-American Conference,15.9
FCS,0.7
