Conference,Score
Southeastern Conference,35.2
Big Ten Conference,34.9
Big 12 Conference,30.7
Atlantic Coast Conference,29.2
American Athletic Conference,22.7
Mountain West Conference,21.5
Pac-12 Conference,21.4
Independent,20.7
Sun Belt Conference,18.1
Conference USA,17.4
Mid-American Conference,16.6
FCS,0.8
