Conference,Score
Southeastern Conference,36.9
Big Ten Conference,34.0
Big 12 Conference,31.8
Atlantic Coast Conference,28.6
Mid-American Conference,25.4
Pac-12 Conference,25.2
Sun Belt Conference,24.8
Independent,24.4
American Athletic Conference,24.1
Mountain West Conference,22.9
Conference USA,22.3
FCS,4.0
