Conference,Score
Big Ten Conference,31.7
Southeastern Conference,31.4
Big 12 Conference,28.1
Atlantic Coast Conference,24.6
American Athletic Conference,20.0
Mountain West Conference,19.5
Independent,19.4
Pac-12 Conference,18.7
Sun Belt Conference,16.4
Mid-American Conference,16.0
Conference USA,13.7
FCS,0.3
