Conference,Score
Southeastern Conference,33.5
Big Ten Conference,32.3
Big 12 Conference,27.8
Atlantic Coast Conference,26.1
American Athletic Conference,22.9
Independent,22.7
Mountain West Conference,21.8
Pac-12 Conference,20.6
Conference USA,16.9
Sun Belt Conference,16.8
Mid-American Conference,15.3
FCS,0.7
