Conference,Score
Big Ten Conference,33.3
Southeastern Conference,33.1
Big 12 Conference,31.0
Atlantic Coast Conference,24.6
Independent,21.4
American Athletic Conference,19.8
Pac-12 Conference,19.0
Mountain West Conference,18.5
Sun Belt Conference,16.0
Conference USA,14.8
Mid-American Conference,14.2
FCS,0.4
