Conference,Score
Southeastern Conference,34.4
Big Ten Conference,33.5
Big 12 Conference,30.3
Atlantic Coast Conference,27.2
Independent,22.7
American Athletic Conference,21.9
Mountain West Conference,20.9
Pac-12 Conference,20.3
Sun Belt Conference,18.1
Mid-American Conference,17.2
Conference USA,15.5
FCS,0.6
