Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
michigan,2,2,0,58.7,67.1,19.0
ohio-state,4,4,0,58.4,66.6,16.2
michigan-state,5,7,2,55.1,54.9,13.8
penn-state,37,34,-3,32.1,43.8,10.8
maryland,62,58,-4,24.5,30.7,10.5
rutgers,63,69,6,24.2,37.1,9.0
indiana,98,95,-3,13.9,30.4,7.1
iowa,22,15,-7,38.5,46.5,12.0
minnesota,17,21,4,42.5,52.4,12.6
purdue,42,51,9,30.4,40.9,9.5
wisconsin,18,25,7,42.1,60.9,13.9
illinois,81,74,-7,17.5,34.2,9.4
nebraska,61,48,-13,24.5,52.4,14.1
northwestern,100,91,-9,13.0,19.9,10.2
georgia,1,1,0,74.9,78.6,18.3
kentucky,31,19,-12,34.3,40.2,11.0
tennessee,39,41,2,30.9,50.6,13.1
south-carolina,80,79,-1,17.9,24.6,7.3
missouri,102,104,2,12.0,12.8,8.6
florida,34,28,-6,33.3,55.3,13.8
vanderbilt,123,123,0,2.9,-1.8,12.0
alabama,3,3,0,58.6,66.9,16.7
mississippi,11,8,-3,44.5,55.5,14.0
arkansas,27,26,-1,37.2,52.5,13.6
texas-am,24,24,0,38.4,46.3,12.2
mississippi-state,55,63,8,26.0,33.3,8.5
auburn,12,17,5,44.2,55.1,13.1
louisiana-state,67,64,-3,22.4,33.6,8.6
baylor,10,12,2,47.7,52.4,13.6
oklahoma-state,15,22,7,42.9,45.9,12.7
oklahoma,7,6,-1,52.7,51.0,12.7
iowa-state,33,29,-4,33.8,46.7,11.9
kansas-state,46,56,10,27.5,35.8,8.3
west-virginia,56,59,3,25.9,40.5,10.8
texas-tech,70,60,-10,21.2,28.1,7.7
texas,44,35,-9,29.4,47.5,12.7
texas-christian,79,70,-9,18.5,33.1,8.9
kansas,126,124,-2,2.2,-2.5,10.4
wake-forest,8,11,3,49.1,47.7,11.0
clemson,30,38,8,34.4,47.7,11.2
north-carolina-state,26,30,4,37.5,45.0,11.5
louisville,52,44,-8,26.8,42.3,10.7
florida-state,73,66,-7,20.3,37.5,12.1
boston-college,76,67,-9,18.8,26.4,7.4
syracuse,40,49,9,30.7,45.8,14.0
pittsburgh,13,9,-4,43.2,53.6,14.6
miami-fl,53,61,8,26.7,42.1,9.8
virginia,49,39,-10,27.0,32.7,9.8
virginia-tech,68,78,10,21.5,31.8,8.5
north-carolina,58,46,-12,25.1,39.0,10.5
georgia-tech,84,72,-12,17.2,30.0,10.7
duke,106,100,-6,10.7,14.6,7.8
oregon,19,20,1,41.3,43.8,11.4
washington-state,78,93,15,18.7,23.4,9.2
oregon-state,43,33,-10,30.0,40.2,12.7
california,83,102,19,17.2,30.2,8.7
washington,86,98,12,16.8,22.4,10.3
stanford,104,99,-5,11.6,16.7,8.0
utah,41,52,11,30.5,41.1,9.4
ucla,51,40,-11,26.8,38.6,9.8
arizona-state,47,36,-11,27.3,35.6,9.3
colorado,109,109,0,9.4,17.0,8.5
southern-california,75,82,7,19.2,27.1,8.3
arizona,122,125,3,3.0,6.8,9.3
cincinnati,6,5,-1,53.7,53.2,13.0
houston,21,27,6,39.3,41.2,11.2
central-florida,45,53,8,29.2,38.8,9.7
east-carolina,74,83,9,20.0,28.8,8.2
tulsa,99,94,-5,13.0,19.9,8.2
southern-methodist,20,13,-7,39.8,41.8,10.2
memphis,85,87,2,16.9,22.6,6.9
navy,97,105,8,14.7,32.7,11.1
temple,119,117,-2,4.1,-1.5,8.5
south-florida,110,107,-3,9.4,16.8,12.3
tulane,114,113,-1,8.7,23.4,10.2
utah-state,64,75,11,23.5,24.0,8.6
air-force,16,16,0,42.9,53.1,12.1
boise-state,66,76,10,23.1,34.9,7.8
wyoming,96,89,-7,14.8,18.3,6.4
colorado-state,91,81,-10,15.8,26.6,16.3
new-mexico,113,114,1,8.8,9.8,7.1
san-diego-state,25,14,-11,38.1,39.6,9.6
fresno-state,36,42,6,32.7,35.9,9.0
nevada,57,65,8,25.7,27.3,7.4
hawaii,101,92,-9,12.4,15.6,8.2
san-jose-state,95,96,1,14.9,16.4,7.4
nevada-las-vegas,121,121,0,3.4,8.9,11.2
notre-dame,14,18,4,43.2,46.3,11.4
new-mexico-state,127,127,0,1.9,-3.8,10.7
liberty,28,31,3,36.6,41.6,9.9
massachusetts,131,131,0,0.0,-11.2,12.7
connecticut,129,130,1,0.1,-10.7,10.1
army,29,32,3,35.6,54.0,12.4
brigham-young,35,45,10,33.1,36.6,9.7
appalachian-state,32,37,5,33.9,39.7,9.0
coastal-carolina,23,23,0,38.4,40.0,10.0
georgia-state,77,86,9,18.7,26.2,9.1
troy,87,80,-7,16.8,22.3,7.5
georgia-southern,111,108,-3,9.3,16.6,7.8
louisiana-lafayette,38,43,5,31.9,31.3,10.3
texas-state,117,116,-1,4.7,2.7,8.8
south-alabama,94,97,3,15.2,14.8,6.6
louisiana-monroe,112,110,-2,8.9,6.6,13.1
arkansas-state,130,129,-1,0.0,-11.1,11.6
western-kentucky,71,77,6,20.9,30.5,10.3
marshall,54,62,8,26.2,33.6,7.9
old-dominion,103,111,8,11.7,23.8,7.3
middle-tennessee-state,92,101,9,15.5,19.7,9.6
charlotte,105,103,-2,11.2,11.2,9.1
florida-atlantic,59,57,-2,25.1,31.8,10.8
florida-international,125,122,-3,2.5,-1.3,10.3
texas-san-antonio,9,10,1,48.2,46.6,11.7
alabama-birmingham,50,50,0,26.8,34.8,8.4
north-texas,108,115,7,9.7,17.8,9.5
texas-el-paso,65,55,-10,23.5,24.0,9.1
rice,115,112,-3,7.8,7.5,9.1
louisiana-tech,107,106,-1,9.9,18.5,8.0
southern-mississippi,120,120,0,3.6,3.2,7.5
kent-state,88,84,-4,16.7,22.1,6.8
miami-oh,72,73,1,20.4,29.6,7.8
ohio,118,119,1,4.5,6.6,12.9
bowling-green-state,116,118,2,7.2,7.5,11.4
buffalo,89,71,-18,16.6,24.6,13.2
akron,124,126,2,2.5,-3.7,10.5
northern-illinois,60,54,-6,24.6,25.6,8.1
central-michigan,93,90,-3,15.2,19.2,10.0
toledo,69,68,-1,21.3,31.4,10.2
western-michigan,48,47,-1,27.2,35.4,10.4
eastern-michigan,82,85,3,17.3,18.5,7.4
ball-state,90,88,-2,16.2,21.2,12.6
fcs,128,128,0,0.7,-5.1,10.0
