Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
michigan,2,14,12,52.8,42.2,12.5
ohio-state,20,43,23,37.6,34.1,19.4
michigan-state,19,33,14,37.7,21.1,9.7
penn-state,7,6,-1,45.8,32.4,12.8
maryland,16,12,-4,39.3,23.3,11.2
rutgers,31,31,0,32.1,13.2,6.8
indiana,73,60,-13,20.6,16.5,8.2
iowa,3,7,4,51.0,39.7,16.3
minnesota,23,66,43,34.0,27.8,6.2
purdue,62,34,-28,24.5,11.2,5.4
wisconsin,25,24,-1,33.8,35.9,14.3
illinois,89,87,-2,14.9,8.0,3.1
nebraska,44,28,-16,28.8,26.0,10.0
northwestern,93,85,-8,13.6,0.1,11.2
georgia,1,1,0,55.6,46.2,18.8
kentucky,56,22,-34,25.0,3.3,7.5
tennessee,38,61,23,30.6,22.0,6.1
south-carolina,51,41,-10,26.3,14.3,8.2
missouri,77,65,-12,17.8,-0.4,6.4
florida,17,10,-7,38.7,36.1,12.1
vanderbilt,126,131,5,1.4,-28.4,15.1
alabama,6,3,-3,46.8,33.9,22.5
mississippi,5,20,15,48.6,36.4,8.7
arkansas,11,19,8,42.6,28.0,8.4
texas-am,10,5,-5,43.3,28.9,15.9
mississippi-state,71,59,-12,20.9,4.9,3.1
auburn,14,4,-10,41.3,40.6,14.5
louisiana-state,59,79,20,24.7,11.6,3.3
baylor,15,16,1,39.8,24.0,9.9
oklahoma-state,49,67,18,26.6,5.6,10.4
oklahoma,4,2,-2,50.4,38.8,16.7
iowa-state,45,64,19,28.2,17.6,11.2
kansas-state,33,55,22,31.9,13.0,4.0
west-virginia,27,44,17,33.1,26.2,9.9
texas-tech,37,54,17,30.9,11.6,4.2
texas,26,63,37,33.6,27.2,14.2
texas-christian,30,25,-5,32.5,17.1,10.2
kansas,121,118,-3,2.6,-25.5,10.8
wake-forest,28,40,12,32.9,14.3,6.3
clemson,32,39,7,32.0,24.4,13.8
north-carolina-state,53,68,15,25.8,13.4,6.0
louisville,55,82,27,25.2,12.4,3.3
florida-state,113,111,-2,7.1,-6.9,5.6
boston-college,40,48,8,30.5,11.0,6.3
syracuse,68,84,16,22.0,6.8,8.0
pittsburgh,46,26,-20,28.1,17.5,6.6
miami-fl,86,62,-24,15.4,4.2,7.2
virginia,54,21,-33,25.6,13.1,8.2
virginia-tech,36,23,-13,31.2,23.0,8.0
north-carolina,18,47,29,38.3,35.4,9.9
georgia-tech,92,95,3,14.1,1.3,2.6
duke,82,99,17,16.5,-2.8,5.0
oregon,13,13,0,41.3,26.2,10.3
washington-state,111,107,-4,7.8,-13.6,5.7
oregon-state,64,72,8,23.9,10.2,4.3
california,97,108,11,12.6,-2.3,3.7
washington,96,120,24,12.8,-1.8,9.5
stanford,84,97,13,16.2,-3.4,4.9
utah,83,73,-10,16.2,6.2,4.0
ucla,35,15,-20,31.7,23.8,11.3
arizona-state,57,35,-22,24.9,12.0,8.1
colorado,85,51,-34,16.1,6.0,8.0
southern-california,67,80,13,22.5,7.7,7.3
arizona,123,117,-6,2.4,-23.1,8.7
cincinnati,8,11,3,44.8,31.0,16.5
houston,65,78,13,23.4,9.2,3.7
central-florida,34,8,-26,31.7,23.8,11.7
east-carolina,87,109,22,15.0,3.4,1.0
tulsa,107,110,3,8.6,-1.4,7.5
southern-methodist,42,37,-5,29.7,9.9,6.4
memphis,50,46,-4,26.5,5.5,4.5
navy,115,113,-2,6.8,-11.3,3.0
temple,117,115,-2,4.8,-20.5,10.7
south-florida,116,123,7,5.8,-18.0,11.3
