Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
michigan,2,3,1,62.3,67.6,22.1
ohio-state,3,2,-1,59.0,69.6,20.1
michigan-state,14,15,1,45.1,51.0,19.0
penn-state,37,32,-5,32.2,48.2,13.7
maryland,68,83,15,21.4,33.7,11.2
rutgers,82,69,-13,18.0,32.0,12.9
indiana,106,106,0,8.8,26.1,9.2
iowa,16,17,1,43.8,49.4,12.2
minnesota,26,30,4,39.1,53.5,18.0
purdue,34,38,4,33.5,44.5,15.8
wisconsin,11,7,-4,46.7,65.7,20.5
illinois,70,79,9,21.2,39.5,15.3
nebraska,80,70,-10,19.0,51.8,17.4
northwestern,105,103,-2,9.4,21.1,11.5
georgia,1,1,0,76.8,78.7,21.2
kentucky,25,33,8,39.3,48.1,15.4
tennessee,36,35,-1,33.2,50.0,16.8
south-carolina,78,64,-14,19.3,29.4,11.1
missouri,81,82,1,18.3,27.6,11.1
florida,50,55,5,26.8,44.6,14.1
vanderbilt,122,123,1,3.8,6.1,14.6
alabama,4,4,0,58.1,62.4,17.7
mississippi,13,14,1,45.3,51.3,17.2
arkansas,30,29,-1,37.2,50.5,17.1
texas-am,31,20,-11,36.8,49.8,14.9
mississippi-state,51,47,-4,26.8,38.6,16.0
auburn,42,39,-3,29.0,49.0,15.1
louisiana-state,59,67,8,23.9,38.7,14.3
baylor,8,10,2,47.6,54.4,20.0
oklahoma-state,6,6,0,53.8,57.1,21.6
oklahoma,12,9,-3,45.7,51.8,13.4
iowa-state,35,41,6,33.3,50.1,16.4
kansas-state,47,45,-2,27.6,40.0,14.2
west-virginia,60,63,3,23.5,37.8,12.9
texas-tech,75,71,-4,20.2,31.4,11.9
texas,65,74,9,22.1,41.5,13.1
texas-christian,88,84,-4,16.0,27.4,10.2
kansas,123,122,-1,3.8,6.0,13.8
wake-forest,23,26,3,40.5,44.9,16.4
clemson,18,21,3,42.8,53.2,14.0
north-carolina-state,27,25,-2,38.3,46.7,17.8
louisville,52,36,-16,26.5,43.9,18.2
florida-state,71,62,-9,21.0,39.0,18.7
boston-college,76,61,-15,19.9,30.8,11.2
syracuse,66,56,-10,21.9,41.0,20.1
pittsburgh,9,12,3,46.9,53.5,18.3
miami-fl,46,54,8,27.7,40.2,14.3
virginia,79,65,-14,19.1,29.2,12.5
virginia-tech,64,76,12,22.3,35.5,11.3
north-carolina,54,51,-3,25.5,42.0,12.7
georgia-tech,99,99,0,11.1,26.4,14.0
duke,118,114,-4,5.8,9.4,10.4
oregon,21,23,2,41.3,46.0,15.9
washington-state,67,81,14,21.6,29.4,16.5
oregon-state,45,44,-1,28.1,40.8,16.7
california,89,87,-2,15.3,29.2,15.4
washington,102,98,-4,10.3,18.5,14.3
stanford,114,116,2,6.2,10.9,10.1
utah,20,22,2,41.4,51.1,18.4
ucla,33,37,4,34.6,46.2,12.1
arizona-state,41,48,7,30.8,40.2,12.6
colorado,96,97,1,11.5,21.7,9.9
southern-california,94,92,-2,14.5,27.1,11.2
arizona,121,121,0,4.2,13.5,14.5
cincinnati,5,5,0,55.1,53.9,14.3
houston,17,16,-1,43.0,43.8,17.8
central-florida,49,50,1,27.2,34.5,11.6
east-carolina,63,53,-10,22.7,31.3,15.1
tulsa,74,80,6,20.5,31.8,13.5
southern-methodist,40,34,-6,30.9,40.3,15.5
memphis,86,89,3,16.5,23.9,11.2
navy,92,95,3,14.7,35.1,18.0
temple,124,124,0,1.7,-3.5,9.6
south-florida,113,112,-1,6.6,17.2,17.0
tulane,103,105,2,9.5,28.9,10.8
utah-state,55,59,4,25.0,27.2,15.4
air-force,10,13,3,46.8,59.0,16.6
boise-state,44,40,-4,28.1,40.9,14.8
wyoming,85,75,-10,17.0,24.9,10.8
colorado-state,104,102,-2,9.4,21.1,19.6
new-mexico,117,115,-2,5.8,9.4,10.0
san-diego-state,22,24,2,41.1,41.6,13.4
fresno-state,38,46,8,31.7,37.0,13.3
nevada,57,72,15,24.1,29.5,12.1
hawaii,95,104,9,13.2,18.9,11.4
san-jose-state,101,101,0,10.3,14.6,9.4
nevada-las-vegas,119,117,-2,5.6,13.3,15.9
notre-dame,7,8,1,52.1,55.0,17.5
new-mexico-state,125,127,2,1.4,-3.4,12.6
liberty,48,42,-6,27.6,40.0,12.8
massachusetts,131,131,0,0.0,-9.1,13.7
connecticut,128,129,1,0.8,-4.8,11.3
army,15,18,3,44.0,56.9,15.7
brigham-young,28,28,0,37.3,40.6,13.7
appalachian-state,24,19,-5,40.3,44.7,13.2
coastal-carolina,29,31,2,37.2,40.5,12.7
georgia-state,62,73,11,23.0,31.8,14.5
troy,98,94,-4,11.1,16.4,9.9
georgia-southern,108,108,0,8.2,17.1,9.4
louisiana-lafayette,32,27,-5,36.5,35.8,15.0
texas-state,120,118,-2,5.5,5.5,10.7
south-alabama,100,100,0,10.4,14.6,10.7
louisiana-monroe,111,113,2,7.4,10.7,17.0
arkansas-state,127,126,-1,0.9,-5.5,10.6
western-kentucky,43,52,9,28.6,36.8,16.9
marshall,58,49,-9,23.9,33.4,12.3
old-dominion,83,88,5,17.6,26.1,12.3
middle-tennessee-state,87,91,4,16.5,23.9,15.6
charlotte,110,110,0,7.9,9.0,12.3
florida-atlantic,93,90,-3,14.7,24.4,14.4
florida-international,130,130,0,0.2,-8.1,9.8
texas-san-antonio,19,11,-8,41.5,42.0,17.7
alabama-birmingham,39,43,4,31.3,41.1,13.4
north-texas,73,85,12,20.5,31.9,16.8
texas-el-paso,84,78,-6,17.5,22.0,14.5
rice,107,111,4,8.2,12.8,12.3
louisiana-tech,109,107,-2,8.0,16.7,12.9
southern-mississippi,116,120,4,5.8,9.5,9.2
kent-state,69,77,8,21.2,28.7,8.2
miami-oh,77,66,-11,19.7,30.2,10.9
ohio,112,109,-3,7.1,13.6,15.3
bowling-green-state,115,119,4,6.1,7.1,14.8
buffalo,97,96,-1,11.5,21.6,11.2
akron,126,125,-1,1.0,-5.0,12.4
northern-illinois,72,58,-14,21.0,24.5,11.8
central-michigan,53,57,4,26.0,32.6,11.2
toledo,56,60,4,24.3,34.0,12.3
western-michigan,61,68,7,23.4,32.5,11.7
eastern-michigan,91,86,-5,15.1,17.8,10.4
ball-state,90,93,3,15.2,21.2,12.8
fcs,129,128,-1,0.7,-2.8,12.1
