Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
michigan,2,2,0,67.0,69.1,15.6
ohio-state,4,6,2,57.7,66.6,13.5
michigan-state,7,7,0,53.0,52.0,9.6
penn-state,34,13,-21,34.9,42.1,9.7
maryland,58,51,-7,24.6,32.4,9.4
rutgers,69,70,1,21.5,34.5,6.2
indiana,95,79,-16,14.9,28.1,5.7
iowa,15,10,-5,44.0,47.7,11.6
minnesota,21,30,9,40.0,50.0,7.8
purdue,51,42,-9,27.5,37.7,5.0
wisconsin,25,39,14,38.7,58.2,10.6
illinois,74,93,19,20.5,36.4,2.9
nebraska,48,49,1,28.5,55.5,10.5
northwestern,91,85,-6,15.8,22.0,9.1
georgia,1,1,0,73.9,77.5,15.9
kentucky,19,22,3,40.4,42.8,6.5
tennessee,41,34,-7,31.6,50.5,9.8
south-carolina,79,68,-11,18.4,24.1,6.0
missouri,104,103,-1,11.6,12.8,8.3
florida,28,25,-3,37.9,56.7,11.8
vanderbilt,123,120,-3,3.6,-2.1,10.5
alabama,3,5,2,59.4,66.4,15.2
mississippi,8,12,4,50.4,56.5,10.5
arkansas,26,37,11,38.0,52.3,10.5
texas-am,24,27,3,39.0,45.7,11.1
mississippi-state,63,81,18,23.4,30.1,3.1
auburn,17,17,0,41.7,52.8,11.1
louisiana-state,64,54,-10,23.3,33.9,3.5
baylor,12,15,3,45.6,49.9,9.3
oklahoma-state,22,14,-8,40.0,42.2,8.4
oklahoma,6,4,-2,53.2,51.0,11.8
iowa-state,29,26,-3,37.4,45.9,8.9
kansas-state,56,58,2,25.1,33.3,4.3
west-virginia,59,72,13,24.1,40.2,8.6
texas-tech,60,57,-3,24.0,28.4,3.9
texas,35,36,1,33.3,48.3,11.3
texas-christian,70,55,-15,21.2,33.8,7.3
kansas,124,128,4,3.5,-0.0,8.2
wake-forest,11,18,7,48.0,45.9,5.8
clemson,38,29,-9,32.8,47.3,9.2
north-carolina-state,30,24,-6,36.6,44.8,6.3
louisville,44,59,15,29.6,41.5,4.2
florida-state,66,89,23,22.8,37.3,5.1
boston-college,67,53,-14,22.0,27.5,5.0
syracuse,49,61,12,28.2,43.6,8.7
pittsburgh,9,9,0,50.2,56.2,10.1
miami-fl,61,75,14,23.7,39.3,6.0
virginia,39,47,8,32.6,36.1,6.3
virginia-tech,78,71,-7,19.0,29.0,7.2
north-carolina,46,50,4,28.9,40.2,8.8
georgia-tech,72,67,-5,21.1,33.6,6.1
duke,100,102,2,13.9,17.8,3.9
oregon,20,33,13,40.1,42.4,8.3
washington-state,93,95,2,15.0,17.2,4.6
oregon-state,33,43,10,34.9,42.1,8.0
california,102,109,7,13.4,24.0,3.0
washington,98,101,3,14.6,19.3,7.4
stanford,99,98,-1,14.4,18.9,3.7
utah,52,45,-7,27.0,36.7,3.8
ucla,40,35,-5,31.8,41.7,7.7
arizona-state,36,38,2,33.2,39.4,6.1
colorado,109,100,-9,10.6,16.4,8.2
southern-california,82,78,-4,18.1,27.1,5.5
arizona,125,125,0,3.2,4.6,7.2
cincinnati,5,3,-2,54.1,53.4,11.4
houston,27,31,4,38.0,39.4,6.4
central-florida,53,62,9,26.2,35.3,8.7
east-carolina,83,83,0,17.9,26.5,2.7
tulsa,94,92,-2,14.9,20.0,6.0
southern-methodist,13,23,10,44.4,41.5,5.4
memphis,87,82,-5,17.1,21.4,4.5
navy,105,105,0,11.6,29.8,5.7
temple,117,111,-6,5.7,-0.3,7.3
south-florida,107,114,7,10.7,16.7,8.3
tulane,113,106,-7,9.2,21.1,10.4
utah-state,75,88,13,20.0,18.6,4.9
air-force,16,8,-8,42.8,51.5,9.5
boise-state,76,80,4,19.3,29.7,4.8
wyoming,89,60,-29,16.4,17.3,4.9
colorado-state,81,76,-5,18.3,27.4,12.9
new-mexico,114,113,-1,9.2,9.3,5.3
san-diego-state,14,21,7,44.0,41.0,5.5
fresno-state,42,46,4,30.8,33.3,5.2
nevada,65,52,-13,23.3,23.8,3.6
hawaii,92,96,4,15.3,17.9,3.8
san-jose-state,96,97,1,14.9,16.9,5.6
nevada-las-vegas,121,121,0,4.1,9.5,8.0
notre-dame,18,20,2,41.5,44.3,8.0
new-mexico-state,127,127,0,2.2,-4.1,9.2
liberty,31,28,-3,36.5,41.9,7.7
massachusetts,131,131,0,0.0,-12.8,12.1
connecticut,130,126,-4,0.1,-12.2,9.8
army,32,19,-13,35.7,52.7,10.5
brigham-young,45,48,3,29.2,31.0,8.9
appalachian-state,37,44,7,32.9,38.9,6.5
coastal-carolina,23,11,-12,39.8,42.0,7.4
georgia-state,86,94,8,17.3,25.4,4.9
troy,80,84,4,18.4,20.9,5.7
georgia-southern,108,104,-4,10.6,16.5,6.7
louisiana-lafayette,43,40,-3,30.7,29.4,7.8
texas-state,116,116,0,5.9,3.5,7.5
south-alabama,97,86,-11,14.7,14.1,3.2
louisiana-monroe,110,118,8,10.3,6.1,9.9
arkansas-state,129,130,1,0.3,-11.8,12.1
western-kentucky,77,91,14,19.3,29.7,4.1
marshall,62,64,2,23.6,30.4,5.6
old-dominion,111,108,-3,9.8,23.0,3.6
middle-tennessee-state,101,110,9,13.5,16.9,5.5
charlotte,103,99,-4,13.4,11.7,5.8
florida-atlantic,57,73,16,25.0,33.0,6.1
florida-international,122,124,2,3.6,0.4,9.9
texas-san-antonio,10,16,6,49.3,46.3,6.0
alabama-birmingham,50,41,-9,27.6,34.5,4.8
north-texas,115,115,0,7.8,16.0,5.6
texas-el-paso,55,65,10,25.2,21.9,3.6
rice,112,119,7,9.6,8.4,6.9
louisiana-tech,106,107,1,11.0,17.6,3.5
southern-mississippi,120,122,2,4.7,4.3,6.5
kent-state,84,87,3,17.6,22.5,6.1
miami-oh,73,74,1,20.8,28.8,5.5
ohio,119,112,-7,4.9,6.9,12.1
bowling-green-state,118,117,-1,5.2,2.7,9.6
buffalo,71,66,-5,21.1,29.4,13.8
akron,126,123,-3,2.9,-4.0,9.2
northern-illinois,54,56,2,25.4,25.3,4.3
