Conference,Score
Southeastern Conference,33.5
Big Ten Conference,32.3
Big 12 Conference,27.8
Atlantic Coast Conference,26.1
Independent,22.8
American Athletic Conference,22.7
Mountain West Conference,21.5
Pac-12 Conference,20.9
Sun Belt Conference,17.2
Conference USA,16.9
Mid-American Conference,15.8
FCS,0.7
