Conference,Score
Big Ten Conference,29.9
Southeastern Conference,29.8
Mid-American Conference,29.2
Big 12 Conference,29.1
Atlantic Coast Conference,25.2
Independent,24.6
American Athletic Conference,24.4
Mountain West Conference,23.6
Sun Belt Conference,22.6
Pac-12 Conference,22.2
Conference USA,17.3
FCS,6.4
