Conference,Score
Southeastern Conference,31.9
Big Ten Conference,31.5
Big 12 Conference,28.0
Atlantic Coast Conference,24.7
Independent,21.3
American Athletic Conference,20.3
Mountain West Conference,19.6
Pac-12 Conference,18.4
Sun Belt Conference,16.1
Mid-American Conference,15.5
Conference USA,13.7
FCS,0.2
