Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
michigan,3,3,0,61.3,67.2,21.3
ohio-state,2,2,0,64.7,71.5,18.4
michigan-state,7,8,1,52.7,56.2,17.6
penn-state,38,35,-3,34.3,49.2,12.3
maryland,76,67,-9,21.6,32.3,11.0
rutgers,61,74,13,25.5,40.1,11.3
indiana,106,101,-5,11.6,29.8,8.8
iowa,20,21,1,42.3,48.4,12.1
minnesota,34,28,-6,36.3,52.7,16.3
purdue,41,36,-5,31.7,44.7,13.8
wisconsin,9,9,0,51.6,69.5,18.0
illinois,72,71,-1,22.3,41.3,13.1
nebraska,64,64,0,23.7,55.6,16.3
northwestern,102,103,1,12.7,24.8,10.7
georgia,1,1,0,78.1,80.3,20.3
kentucky,36,37,1,35.3,44.1,13.8
tennessee,46,38,-8,30.4,50.1,15.8
south-carolina,78,61,-17,21.3,31.7,9.5
missouri,91,99,8,17.4,24.0,9.1
florida,49,51,2,29.6,48.3,14.6
vanderbilt,124,122,-2,3.8,2.4,13.2
alabama,4,4,0,60.3,65.9,17.5
mississippi,12,12,0,49.1,57.9,16.3
arkansas,22,25,3,41.7,54.1,16.0
texas-am,24,16,-8,41.1,53.2,13.8
mississippi-state,48,57,9,29.8,41.3,13.0
auburn,33,24,-9,36.7,53.4,14.9
louisiana-state,73,66,-7,22.2,41.0,12.2
baylor,13,15,2,48.8,57.5,17.6
oklahoma-state,5,10,5,54.5,58.5,17.6
oklahoma,11,5,-6,49.1,51.7,13.2
iowa-state,35,27,-8,35.5,51.3,15.0
kansas-state,39,43,4,34.0,42.2,11.8
west-virginia,75,63,-12,21.6,39.6,12.4
texas-tech,62,72,10,25.3,33.4,10.2
texas,66,54,-12,23.4,43.9,13.4
texas-christian,84,73,-11,18.3,32.0,10.1
kansas,121,125,4,5.1,7.2,11.7
wake-forest,14,13,-1,48.3,50.7,14.8
clemson,27,31,4,39.1,50.1,12.8
north-carolina-state,25,20,-5,39.8,51.2,15.4
louisville,47,58,11,30.3,49.9,15.1
florida-state,71,83,12,22.3,41.3,16.4
boston-college,59,69,10,25.8,34.3,9.2
syracuse,51,41,-10,28.9,47.0,18.4
pittsburgh,16,14,-2,46.4,54.2,17.3
miami-fl,55,47,-8,26.8,42.7,13.1
virginia,58,49,-9,25.9,34.5,11.7
virginia-tech,69,79,10,23.0,35.2,10.1
north-carolina,53,48,-5,27.9,45.0,11.8
georgia-tech,95,90,-5,15.4,32.2,13.1
duke,110,107,-3,9.8,16.8,9.7
oregon,15,17,2,47.2,49.3,14.3
washington-state,81,78,-3,18.8,26.7,14.1
oregon-state,50,53,3,29.4,40.7,15.4
california,96,95,-1,15.2,28.8,13.3
washington,99,92,-7,14.6,23.2,13.1
stanford,111,109,-2,9.4,15.5,9.6
utah,30,33,3,38.5,49.1,15.1
ucla,43,50,7,30.9,43.3,11.0
arizona-state,37,40,3,34.6,43.0,11.1
colorado,105,104,-1,12.1,23.0,9.1
southern-california,82,87,5,18.7,29.8,10.3
arizona,120,119,-1,5.8,16.5,12.2
cincinnati,6,7,1,54.0,52.2,13.8
houston,17,18,1,45.4,47.0,15.4
central-florida,52,42,-10,28.1,38.3,11.1
east-carolina,56,60,4,26.5,35.6,12.5
tulsa,87,97,10,18.1,31.5,10.7
southern-methodist,23,29,6,41.5,47.3,13.5
memphis,80,75,-5,19.9,28.9,9.4
navy,98,100,2,14.6,36.7,15.5
temple,122,121,-1,4.1,0.7,9.1
south-florida,112,110,-2,9.1,21.2,15.4
tulane,115,112,-3,8.3,27.8,10.3
utah-state,44,56,12,30.6,32.0,12.9
air-force,18,22,4,44.9,59.0,14.7
boise-state,45,52,7,30.5,42.5,12.1
wyoming,83,84,1,18.5,26.1,8.4
colorado-state,101,98,-3,13.4,26.7,18.7
new-mexico,113,113,0,9.0,14.3,8.8
san-diego-state,21,23,2,41.9,42.5,12.1
fresno-state,42,46,4,31.3,36.1,12.0
nevada,63,55,-8,25.1,28.3,10.7
hawaii,108,105,-3,10.8,16.1,10.6
san-jose-state,100,91,-9,13.4,18.0,8.9
nevada-las-vegas,117,120,3,7.8,16.4,13.8
notre-dame,10,11,1,50.8,53.8,14.6
new-mexico-state,127,127,0,1.9,-1.8,12.0
liberty,31,34,3,37.3,47.3,11.8
massachusetts,131,131,0,0.0,-10.8,13.3
