Conference,Score
Southeastern Conference,32.1
Big Ten Conference,31.5
Big 12 Conference,29.5
Atlantic Coast Conference,25.0
American Athletic Conference,22.5
Independent,21.9
Mountain West Conference,21.7
Pac-12 Conference,20.0
Sun Belt Conference,17.3
Conference USA,16.2
Mid-American Conference,15.5
FCS,0.7
