Conference,Score
Big 12 Conference,33.6
Pacific-10 Conference,30.7
Big Ten Conference,30.7
Atlantic Coast Conference,30.3
Southeastern Conference,29.8
Independent,23.7
Mountain West Conference,23.0
Big East Conference,21.9
Conference USA,20.0
Western Athletic Conference,18.1
Mid-American Conference,11.4
Sun Belt Conference,10.1
FCS,1.2
