Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
southern-california,1,1,0,73.5,68.7,19.4
california,6,3,-3,63.4,69.1,21.6
arizona-state,15,17,2,41.5,45.0,17.4
oregon-state,30,34,4,31.3,40.2,12.6
ucla,40,37,-3,26.5,37.7,17.1
oregon,46,47,1,24.1,36.4,15.1
washington-state,62,60,-2,20.7,28.9,10.3
stanford,67,68,1,19.1,32.4,14.2
arizona,77,77,0,14.3,27.6,15.4
washington,101,101,0,6.3,16.3,10.5
virginia-tech,9,9,0,52.5,54.7,14.9
florida-state,11,12,1,45.0,50.1,15.1
miami-fl,10,11,1,45.7,51.1,14.7
virginia,14,13,-1,42.9,53.3,16.3
north-carolina,52,41,-11,22.8,30.1,15.7
georgia-tech,31,31,0,30.9,39.5,13.8
clemson,43,42,-1,25.1,31.7,12.5
maryland,59,62,3,21.0,29.6,9.9
north-carolina-state,42,43,1,25.3,38.7,12.4
wake-forest,72,72,0,18.2,30.1,11.0
duke,99,99,0,6.9,10.5,7.2
colorado,39,40,1,26.8,30.2,11.9
iowa-state,49,53,4,23.7,26.8,14.3
missouri,57,56,-1,21.5,30.8,11.0
nebraska,54,54,0,22.1,31.9,9.7
kansas,64,63,-1,20.4,35.5,13.1
kansas-state,66,67,1,19.1,32.5,13.5
oklahoma,2,2,0,72.8,67.8,18.4
texas,3,4,1,67.4,67.6,18.7
texas-tech,22,25,3,36.0,42.3,15.3
texas-am,26,19,-7,34.1,45.2,20.9
oklahoma-state,24,18,-6,34.8,46.4,15.8
baylor,95,93,-2,8.0,8.7,17.8
iowa,16,20,4,41.5,40.0,12.8
michigan,18,16,-2,40.3,43.2,12.9
wisconsin,21,21,0,36.5,37.7,13.5
northwestern,50,52,2,23.0,30.7,11.0
ohio-state,23,30,7,35.1,40.8,11.1
purdue,27,22,-5,34.0,45.1,12.7
michigan-state,56,61,5,21.6,33.9,16.0
minnesota,28,33,5,33.1,43.4,12.2
penn-state,73,74,1,18.1,29.8,10.4
illinois,88,88,0,10.2,15.3,10.7
indiana,85,86,1,10.8,17.1,10.5
tennessee,19,26,7,38.1,38.6,12.6
georgia,12,14,2,44.5,43.9,16.0
florida,32,29,-3,30.0,38.0,10.8
south-carolina,44,46,2,24.9,31.2,12.1
kentucky,104,106,2,5.7,6.0,6.7
vanderbilt,96,97,1,7.7,13.5,10.3
auburn,7,8,1,56.5,49.2,16.0
louisiana-state,13,10,-3,43.2,47.4,12.6
alabama,41,36,-5,25.9,36.4,12.3
arkansas,48,50,2,24.0,36.0,11.9
mississippi,78,79,1,14.1,19.8,9.3
mississippi-state,91,92,1,8.8,10.9,13.0
utah,5,5,0,63.8,57.5,18.7
new-mexico,34,28,-6,29.0,36.2,11.7
brigham-young,61,58,-3,20.7,29.0,14.0
wyoming,58,57,-1,21.2,22.3,11.4
air-force,55,55,0,21.7,31.2,11.9
colorado-state,82,81,-1,12.7,16.3,10.7
san-diego-state,76,76,0,14.7,21.5,9.2
nevada-las-vegas,94,94,0,8.1,15.1,10.3
boston-college,33,38,5,29.9,28.1,9.4
pittsburgh,51,48,-3,22.9,21.2,8.7
west-virginia,29,23,-6,32.7,37.0,12.0
syracuse,71,71,0,18.8,22.3,10.5
connecticut,47,51,4,24.1,23.2,7.9
rutgers,92,95,3,8.4,5.7,8.6
temple,102,104,2,5.8,6.4,9.9
boise-state,8,7,-1,55.3,52.7,15.8
texas-el-paso,35,32,-3,27.6,28.7,19.5
fresno-state,17,15,-2,41.0,44.3,16.5
louisiana-tech,69,69,0,18.9,22.4,11.8
hawaii,84,84,0,11.4,4.0,6.1
nevada,90,89,-1,9.3,5.8,8.9
tulsa,86,85,-1,10.6,12.8,8.7
southern-methodist,106,103,-3,5.5,1.2,9.8
rice,80,78,-2,13.8,26.0,11.1
san-jose-state,109,109,0,3.7,-1.7,10.5
louisville,4,6,2,64.3,63.8,20.8
memphis,38,39,1,26.9,27.6,9.6
cincinnati,45,49,4,24.5,28.2,13.5
southern-mississippi,60,59,-1,21.0,21.9,9.7
alabama-birmingham,63,64,1,20.5,21.1,11.5
texas-christian,68,70,2,18.9,25.2,9.0
