Conference,Score
Pacific-10 Conference,35.1
Big 12 Conference,34.9
Atlantic Coast Conference,31.6
Big Ten Conference,30.7
Southeastern Conference,30.5
Mountain West Conference,25.8
Big East Conference,22.5
Independent,21.9
Conference USA,21.4
Western Athletic Conference,20.1
Mid-American Conference,13.1
Sun Belt Conference,9.9
FCS,1.2
