Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
southern-california,2,2,0,60.2,49.7,18.9
california,10,4,-6,52.1,55.7,18.2
arizona-state,12,12,0,49.6,36.1,13.0
oregon-state,73,77,4,16.1,20.5,11.0
ucla,32,37,5,32.8,21.6,7.4
oregon,60,73,13,21.3,20.3,6.3
washington-state,54,42,-12,24.1,15.7,9.0
stanford,39,34,-5,28.3,23.3,10.2
arizona,86,82,-4,12.9,11.1,4.8
washington,90,98,8,9.5,0.7,5.3
virginia-tech,23,32,9,36.0,32.4,14.3
florida-state,16,16,0,45.4,40.5,13.9
miami-fl,8,9,1,52.9,42.9,14.5
virginia,6,10,4,53.5,41.1,13.4
north-carolina,70,79,9,18.0,8.3,3.2
georgia-tech,48,64,16,25.5,18.2,7.9
clemson,83,81,-2,13.2,11.9,8.0
maryland,44,28,-16,27.4,21.6,10.1
north-carolina-state,37,29,-8,29.4,25.2,9.0
wake-forest,57,46,-11,23.8,19.9,7.5
duke,97,92,-5,8.6,-1.7,3.9
colorado,58,44,-14,22.6,13.0,7.1
iowa-state,75,67,-8,15.4,7.0,6.1
missouri,28,27,-1,35.4,25.5,9.6
nebraska,45,22,-23,27.3,21.4,12.3
kansas,51,57,6,24.8,22.0,7.8
kansas-state,65,60,-5,19.6,16.5,13.4
oklahoma,1,3,2,66.4,57.7,17.5
texas,9,1,-8,52.8,51.5,22.4
texas-tech,26,41,15,35.5,31.5,8.0
texas-am,18,23,5,41.1,34.0,12.6
oklahoma-state,4,8,4,54.9,42.9,13.2
baylor,99,96,-3,7.3,-11.2,10.5
iowa,46,47,1,27.2,21.3,12.6
michigan,17,19,2,43.3,34.2,15.3
wisconsin,15,18,3,46.1,30.0,9.1
northwestern,50,56,6,24.8,22.0,7.6
ohio-state,43,30,-13,27.5,21.8,11.5
purdue,3,5,2,55.3,43.4,17.3
michigan-state,64,75,11,19.7,11.7,7.2
minnesota,13,6,-7,49.3,42.7,15.9
penn-state,69,63,-6,19.0,19.8,8.4
