Conference,Score
Big 12 Conference,33.3
Pacific-10 Conference,31.0
Big Ten Conference,30.6
Atlantic Coast Conference,29.8
Southeastern Conference,29.6
Mountain West Conference,22.3
Independent,22.2
Big East Conference,21.4
Conference USA,19.8
Western Athletic Conference,17.6
Mid-American Conference,10.5
Sun Belt Conference,8.9
FCS,0.7
